foodName,Type,Country,Region,Ingredient,Calorie,imgUrl,Description
Colomba Pasquale,Colomba di Pasqua,Italy,Milan,"Flour, eggs, sugar, butter, candied peel, pearl sugar, almonds",,//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Colomba_pasquale%2C_edizione_2013_-_ND0_4662_%288564331585%29.jpg/300px-Colomba_pasquale%2C_edizione_2013_-_ND0_4662_%288564331585%29.jpg,"Colomba pasquale [koˈlomba paˈskwaːle] or colomba di Pasqua [koˈlomba di ˈpaskwa] (""Easter Dove"" in English) is an Italian traditional Easter bread, the counterpart of the two well-known Italian Christmas desserts, panettone and pandoro."
Cornetto,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,Cornetto may refer to:
Crescentina,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,Crescentina may refer to:
Farinata,"Socca, cecina",Italy,"Liguria, Tuscany","Chickpea flour, water, olive oil",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Farinata (Italian: [fariˈnaːta]), socca ([ˈsɔkka]), torta di ceci ([ˈtorta di ˈtʃeːtʃi]), or cecina ([tʃeˈtʃiːna]) is a type of thin, unleavened pancake or crêpe made from chickpea flour. It originated in Genoa and later became a typical food of the Ligurian Sea coast, from Nice to Sardinia and Elba islands.  It is  also typical in Gibraltar, where it is called calentita."
Grissini torinesi,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Muffuletta,Main course,Italy (bread)United States (sandwich),SicilyNew Orleans,"Bread: Wheat flour, water, eggs, olive oil, yeast, salt, sugarSandwich: marinated muffuletta-style olive salad, layers of mortadella, salami, Swiss cheese, ham, provolone",,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Centralcollage.jpg/300px-Centralcollage.jpg,"The muffuletta or muffaletta is both a type of round Sicilian sesame bread[1] and a popular sandwich that originated among Italian immigrants in New Orleans, Louisiana, using the same bread."
Neccio,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Necci_di_farina_di_castagne.jpg/220px-Necci_di_farina_di_castagne.jpg,
Pandoro,Dessert bread,Italy,Veneto (Verona),"Flour, eggs, butter and sugar",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Pandoro [panˈdɔːro] is a traditional Italian sweet bread, most popular around Christmas and New Year. Typically a Veronese product, pandoro is traditionally shaped like a frustum with an eight-pointed star section."
Pane carasau,Flatbread,Sardinia,,"Durum wheat flour, salt, yeast, water",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Pane carasau (Sardinian: [ˈpane ɣaɾaˈzau], Italian: [ˈpaːne karaˈzau]; ""toasted bread"" in Sardinian language, from the past participle of the Sardinian verb carasare ""to toast"", referring to the crust) is a traditional flatbread from Sardinia. It is also called carta da musica in Italian, meaning ""sheet music""and jebany płaski chleb in Polish, in reference to its large and paper-thin shape, which is said to be so thin before cooking that a sheet of music can be read through it.[1]"
Pane di Altamura,Bread,"Altamura, Apulia, Italy",Altamura,Remilled Durum Wheat Semola,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,"Pane di Altamura is a type of Italian naturally leavened bread made from remilled durum wheat semola from the Altamura area of the Provincia di Bari, in the Apulia region."
Pane di Laterza,Pén d' Latérze,Italy,"Laterza, Apulia",Durum flour,,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/PaneDiLaterza-Formato1Kg.JPG/220px-PaneDiLaterza-Formato1Kg.JPG,"Pane di Laterza is a traditional bread of Laterza, a little municipality in the province of Taranto, in Apulia, in Southeastern Italy. It is made with durum flour with water, salt and sourdough.[1] It is mainly produced in Laterza, but it can be also found in neighbouring municipalities. It has been recognised by the Italian Ministry of the Agriculture, Food and Forestry Policies as Traditional Food Product (Prodotto Agroalimentare Tradizionale PAT) of Apulia."
Panettone,Dessert,Italy,Milan,"Flour, candied fruits, raisins",,//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Panettone_-_Nicolettone_2017_-_IMG_7085_%2831752542285%29.jpg/300px-Panettone_-_Nicolettone_2017_-_IMG_7085_%2831752542285%29.jpg,"Panettone (/ˌpænɪˈtoʊni/,[1][2][3] Italian: [panetˈtoːne]; Milanese: panetton [paneˈtũː])[4] is an Italian type of sweet bread originally from Milan, usually prepared and enjoyed for Christmas and New Year in Western, Southern, and Southeastern Europe as well as in Latin America, Eritrea,[5] Australia, the United States and Canada.[6]"
Panino,"Panini sandwich, panino, panino imbottito",Italy,,"Bread (not sliced bread), filling (meat, cheese, vegetables)",,//upload.wikimedia.org/wikipedia/commons/thumb/6/67/Italiano_sandwich_01.jpg/220px-Italiano_sandwich_01.jpg,"A panini (Italian pronunciation: [paˈniːni], meaning ""small bread, bread rolls"")  or panino (meaning ""bread roll"")  is a sandwich made with Italian bread (such as ciabatta, rosetta, and michetta), usually served warmed by grilling or toasting."
Penia,,,,,,//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1,"In Plato's Symposium, Penae /ˈpiːˌniː/ (""deficiency"" or ""poverty"" in Latin) or Penia /ˈpiːniə/ (Πενία; ""deficiency"" or ""poverty"" in Greek) was the personification of poverty and need. She married Porus at Aphrodite's birthday and was sometimes considered the mother of Eros. Her sisters are Amechania and Ptocheia. Penia was also mentioned by other ancient Greek writers such as Alcaeus (Fragment 364), Theognis (Fragment 1; 267, 351, 649), Aristophanes (Plutus, 414ff), Herodotus, Plutarch (Life of Themistocles), and Philostratus (Life of Apollonius)."
Piadina,Piada,Italy,Romagna,"Flour, lard or olive oil, salt, water",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Piadina [pjaˈdiːna] or Piada [ˈpjaːda]  is a thin Italian flatbread, typically prepared in the Romagna historical region (Forlì, Cesena, Ravenna and Rimini). It is usually made with white flour, lard or olive oil, salt and water. The dough was traditionally cooked on a terracotta dish (called teggia in Romagnol), although nowadays flat pans or electric griddles are commonly used."
Taralli,Cracker,Italy,,"Wheat flour, yeast, water, olive oil, fennel seeds, black pepper, salt",,//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Tarallini2.JPG/250px-Tarallini2.JPG,"Taralli are toroidal Italian snack foods, common in the southern half of the Italian Peninsula, especially in Apulia. A cracker similar in texture to a breadstick, a pretzel, a bublik,  a Sushki or baranki, and taralli can be sweet or savory. Sweet taralli are sometimes glazed with sugar. Savory taralli may be flavored with onion, garlic, sesame seeds, poppy seeds, fennel, pepper, chili or just salt. Sweet and plain taralli are often dunked in wine."
Tigella,Bread,Italy,,,,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Crescentine.jpg/250px-Crescentine.jpg,"Crescentine, crescente or tigelle (sing: crescentina, crescenta or tigella) are thin, 10cm round breads from the Apennines in the Modena area of Emilia-Romagna, Northern Italy. They are made from flour, water, salt, and yeast, and traditionally eaten filled with cunza, a spread made from pork lard and flavoured with garlic and rosemary or with cold cuts, boar, rabbit, cheese, salty dressings or sweet spreads.  Crescente have long been eaten home or enjoyed in Apennines traditional restaurants, but in the last decade some fast food and casual restaurants have added crescente to their menus. Similar breads such as piadina, borlengo, gnocco fritto and panigaccio are made in neighbouring areas."
Ai frutti di mare,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Calzone,"Folded pizza, Turnover",Italy,"Apulia, Abruzzo, Basilicata, Campania, Calabria, Sicily, Sardegna","Ricotta, mozzarella, salami/ham, parmesan/pecorino",,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Wikimania_2016_Deryck_day_0_-_07_calzone.jpg/250px-Wikimania_2016_Deryck_day_0_-_07_calzone.jpg,"A calzone (UK: /kælˈtsoʊni, -neɪ/, US: /kælˈzoʊn, -zoʊneɪ, -ni/, Italian: [kalˈtsoːne]; ""stocking"" or ""trouser"")[1] is an Italian oven-baked folded pizza, often described as a turnover, made with leavened dough.[2] It originated in Naples in the 18th century.[3] A typical calzone is made from salted bread dough, baked in an oven and is stuffed with salami, ham or vegetables, mozzarella, ricotta and Parmesan or pecorino cheese, as well as an egg.[4] Different regional variations in or on a calzone can often include other ingredients that are normally associated with pizza toppings. The term usually applies to an oven-baked turnover rather than a fried pastry (i.e. panzerotti),[5] though calzoni and panzerotti are often mistaken for each other.[5][6][7][8]"
Focaccia al rosmarino ,Flatbread,Italy,,"High-gluten flour, oil, water, salt, yeast",,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Focaccia_with_Crumb.jpg/220px-Focaccia_with_Crumb.jpg,"Focaccia (Italian pronunciation: [foˈkattʃa]; Ligurian: fugassa [fyˈɡasa]) is a flat oven-baked Italian bread[1] similar in style and texture to pizza; in some places, it is called ""pizza bianca"".[2][3][4] Focaccia can be served as a side dish or as sandwich bread."
Pizza al taglio,Pizza al trancio,"Rome, Italy",,"Pizza dough, sauce, cheese, toppings",,//upload.wikimedia.org/wikipedia/commons/thumb/4/43/Pizza_al_taglio.jpg/250px-Pizza_al_taglio.jpg,"Pizza al taglio or pizza al trancio (Italian for pizza by the slice — literally ""by the cut"")[1] is a variety of pizza baked in large rectangular trays,[2] and generally sold in rectangular or square slices by weight, with prices marked per kilogram or per 100 grams.[3] This type of pizza was invented in Rome, Italy, and is common throughout Italy.[4] Many variations and styles of pizza al taglio exist, and the dish is available in other areas of the world in addition to Italy."
Pizza ai quattro formaggi,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Pizza capricciosa,Pizza,Italy,,"Dough, mozzarella cheese, Italian baked ham, mushroom, artichoke and tomato",,//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Pizza_capricciosa.jpg/220px-Pizza_capricciosa.jpg,"Pizza capricciosa (Italian pronunciation: [ˈpittsa kapritˈtʃoːza]) is a style of pizza in Italian cuisine prepared with mozzarella cheese, Italian baked ham, mushroom, artichoke and tomato.[1][2][3] Types of edible mushrooms used may include cremini (white mushrooms)[3][4] and others. Some versions may also use prosciutto (a dry-cured ham), marinated artichoke hearts, olive oil, olives, basil leaves,[3][5] and egg.[6] Some versions may be prepared using a thin crust.[6] Although it has similar ingredients to pizza quattro stagioni, they are arranged differently.[7]"
Pizza Margherita ,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Pizza_Margherita_stu_spivack.jpg/220px-Pizza_Margherita_stu_spivack.jpg,"Pizza Margherita (more commonly known in English as Margherita pizza) is a typical Neapolitan pizza, made with San Marzano tomatoes, mozzarella cheese, fresh basil, salt, and extra-virgin olive oil."
Pizza pugliese,Pizza,,Apulia,"Tomato, onion, and mozzarella",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Pizza pugliese (Italian pronunciation: [ˈpittsa puʎˈʎeːze]) is a style of pizza in Italian cuisine prepared with tomato, onion, and mozzarella.[1] It is named after the region of Apulia (called in Italian Puglia). It should not be confused with pizza barese, the local Barese variant of preparing the pizza dough, which tends to be thinner and crispier than pizza napoletana."
Pizza quattro stagioni,Pizza,Italy,,"Artichokes, tomatoes, basil, prosciutto, ham, mushrooms, olives",,//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Pizza_Quattro_Stagioni.jpg/220px-Pizza_Quattro_Stagioni.jpg,"Pizza quattro stagioni (four seasons pizza) is a variety of pizza in Italian cuisine that is prepared in four sections with diverse ingredients, with each section representing one season of the year.[1] Artichokes represent spring, tomatoes or basil represent summer, mushrooms represent autumn and the ham, prosciutto or olives represent winter.[1][2][3] It is a very popular pizza in Italy,[1] and has been described as a ""classic"",[4] ""famous""[5] and ""renowned""[6] Italian pizza. It is a variant of pizza capricciosa.[7]"
Roman pizza,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Thin_crust_Roman_style_pizza_on_table.jpg/220px-Thin_crust_Roman_style_pizza_on_table.jpg,"Roman pizza (Italian: pizza romana) is a style of pizza originating in Rome, but now widespread, especially in Central Italy.[1]"
Sicilian pizza,Pizza,Italy,Sicily,,,//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Sfincione_palermitano.jpg/250px-Sfincione_palermitano.jpg,"Sicilian pizza is pizza prepared in a manner that originated in Sicily, Italy. Sicilian pizza is also known as sfincione (Italian: [sfinˈtʃoːne]; Sicilian: sfinciuni [sfɪnˈtʃuːnɪ]) or focaccia with toppings.[1][2]
This type of pizza became a popular dish in western Sicily by the mid-19th century and was the type of pizza usually consumed in Sicily until the 1860s.[2][3] The version with tomatoes was not available prior to the 17th century.[2] It eventually reached North America in a slightly altered form, with thicker crust and a rectangular shape.[4][1]"
Carbonara,Primo (Italian pasta course); main course,Italy,Lazio,"Guanciale (or pancetta), eggs, hard cheese (usually Pecorino Romano, Parmesan, or a mixture), black pepper",,//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Espaguetis_carbonara.jpg/250px-Espaguetis_carbonara.jpg,"Carbonara (Italian: [karboˈnaːra]) is an Italian pasta dish from Rome[1][2] made with eggs, hard cheese, cured pork, and black pepper. The dish arrived at its modern form, with its current name, in the middle of the 20th century.[3]"
Ciceri e Tria,Pasta,Italy,Salento,chickpeas and fried pasta,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Piatto_ciceri_e_tria.jpg/250px-Piatto_ciceri_e_tria.jpg,"Ciceri e tria [ˈtʃiːtʃeri e tˈtriːa] is a pasta dish in Italian cuisine that originated in Apulia. It is a part of the cuisine in the Salento region of Italy. It is prepared with pasta and chickpeas as primary ingredients, and includes fried pasta. The dish may be served as a primi piatti dish, a first course that consists of a pasta dish. It has been described as a ""classic and emblematic dish of Salentine cuisine""[1] and as a specialty dish of Apulia.[2]"
Cacio e pepe,Italy,Italy,Lazio,"Pecorino Romano, black pepper",,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Cacio_e_pepe_at_trattoria_in_Rome.jpg/250px-Cacio_e_pepe_at_trattoria_in_Rome.jpg,"Cacio e pepe (Italian pronunciation: [ˈkaːtʃo e pˈpeːpe]) is a pasta dish from  the cuisine of the city of Rome.[1] Cacio e pepe means ""cheese and pepper"" in several central Italian dialects. As the name suggests, the ingredients of the dish are: black pepper, grated Pecorino Romano cheese, and spaghetti,[1] or traditionally tonnarelli.[2] All the ingredients keep well for a long time, which made the dish practical for shepherds without fixed abode. Rough-surfaced pasta is recommended, to make the sauce adhere well."
Lasagne,Pasta,Italy,Campania,"Durum wheat, ground meat, cheese",,//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Lasagne_-_stonesoup.jpg/250px-Lasagne_-_stonesoup.jpg,"Lasagne (US: /ləˈzɑːnjə/, UK: /ləˈzænjə/, Italian: [laˈzaɲɲe]; singular lasagna, Italian: [laˈzaɲɲa]) are a type of wide, flat pasta, possibly one of the oldest types of pasta.[1]"
Fettuccine Alfredo,Primo (Italian pasta course),Italy,Lazio,"Fettuccine, butter, Parmesan cheese",,//upload.wikimedia.org/wikipedia/commons/thumb/d/dc/The_Only_Original_Alfredo_Sauce_with_Butter_and_Parmesano-Reggiano_Cheese.png/220px-The_Only_Original_Alfredo_Sauce_with_Butter_and_Parmesano-Reggiano_Cheese.png,"Fettuccine Alfredo (Italian pronunciation: [fettut'tʃiːne alˈfreːdo])[1] or fettuccine al burro (""fettuccine with butter"")[2] is an Italian pasta dish of fresh fettuccine tossed with butter and Parmesan cheese (Italian: pasta al burro e parmigiano).[3][4][5] As the cheese melts, it emulsifies the liquids to form a smooth and rich sauce coating the pasta.[3] The dish is named after Alfredo di Lelio, who featured the dish at his restaurant in Rome in the early to mid-20th century; the ""ceremony"" of preparing it tableside was an integral part of the dish.[3][6]"
Pasta all'Ortolana,"Primo (pasta course, Italy); main course (elsewhere)",Italy,,"carrots, onions, leeks, garlic, zucchini, celery, yellow and red capsicum, cherry tomatoes, salt, black pepper, olive oil",,//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Fusilli_all%27Ortolana.jpg/220px-Fusilli_all%27Ortolana.jpg,"Pasta all'Ortolana is an Italian dish made by cooking various different vegetables before mixing them together with pasta (Italian: [ortoˈlaːna] translates ""Greengrocer"")."
Penne all'arrabbiata,Main course,Italy,Lazio,"Tomatoes, red chili, garlic, olive oil",,//upload.wikimedia.org/wikipedia/commons/thumb/2/24/Penne_all%27arrabbiata.jpg/250px-Penne_all%27arrabbiata.jpg,"Arrabbiata sauce, or sugo all'arrabbiata in Italian, (Arabbiata in Romanesco dialect[1]) is a spicy sauce for pasta made from garlic, tomatoes, and dried red chili peppers cooked in olive oil. The sauce originates from the Lazio region,[2] and particularly from the city of Rome.[3]"
Pasta con i peperoni cruschi,Main,Italy,Basilicata,"Pasta, peperone crusco, bread crumbs",,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Strascinati_con_peperoni_cruschi.jpg/220px-Strascinati_con_peperoni_cruschi.jpg,
Pasta con le sarde,Main course,Italy,Sicily,"Pasta, sardines, anchovy, wild fennel, saffron, pine nuts, raisins, breadcrumbs",,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Pasta_con_le_sarde_%28Palermo%29.jpg/220px-Pasta_con_le_sarde_%28Palermo%29.jpg,"Pasta con le sarde (Italian pronunciation: [ˈpasta kon le ˈsarde]; Sicilian: Pasta chî sardi) is a Sicilian dish of pasta with sardines and anchovies.[1][2] It is recognized as a traditional Italian food product in the Prodotto agroalimentare tradizionale scheme of the Italian government.[3] It is most associated with Sicily's capital Palermo, but it can be found all over the island.[4]"
Ravioli,Pasta,Italy,"Central Italy, Northern Italy","Flour, eggs, water, filling",,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Rigatoni con la Pajata,Pasta,Italy,Rome,"Veal intestine with chyme, rigatoni",,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png,"Rigatoni con la pajata (Romanesco dialect; standard Italian rigatoni con la pagliata [riɡaˈtoːni kon la paʎˈʎaːta][1]) is a classic dish of the Roman cuisine. The dish can be found in some traditional trattorias in Rome. Pajata is the term for the intestines of an unweaned calf, i.e., only fed on its mother's milk. The intestines are cleaned and skinned, but the chyme is left inside. Then the intestine is cut in pieces 20–25 cm long, which are bound together with white thread, forming rings. When cooked, the combination of heat and the enzyme rennet in the intestines coagulates the chyme and creates a sort of thick, creamy, cheese-like sauce. These rings can be served simply seasoned and grilled (pajata arrosto) or in the traditional Roman dish in which pajata is stewed in a typical tomato sauce and served with rigatoni.[2]"
Arancini,"Snack, street food",Italy,Sicily,"rice, ragù",,//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Arancini_002.jpg/250px-Arancini_002.jpg,"Arancini (Italian: [aranˈtʃiːni], Sicilian: arancini or arancine, Sicilian: [aɾanˈtʃiːnɪ, -ˈdʒiː-], UK: /ˌærənˈtʃiːni/, US: /ˌɑːr-/)[1][2] are Italian rice balls that are stuffed, coated with bread crumbs and deep fried, and are a staple of Sicilian cuisine. The most common fillings are: al ragù or al sugo, filled with ragù (meat or mince, slow-cooked at low temperature with tomato sauce and spices), mozzarella and/or caciocavallo cheese, and often peas, and al burro or ô burru, filled with ham and mozzarella or besciamella."
Risotto,Primo,Italy,Lombardy,"Rice, broth, butter, onion, white wine, parmesan cheese",,//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Italian_Risotto.png/230px-Italian_Risotto.png,"Risotto (/rɪˈzɒtoʊ/, Italian: [riˈsɔtto, -ˈzɔt-], from riso meaning ""rice"")[1] is a northern Italian rice dish cooked with broth until it reaches a creamy consistency. The broth can be derived from meat, fish, or vegetables. Many types of risotto contain butter, onion, white wine, and parmesan cheese. It is one of the most common ways of cooking rice in Italy. Saffron was originally used for flavour and its signature yellow colour.[2][3]"
Acqua pazza,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,Acqua pazza may refer to:
Baccalà,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Lofoten-Drying-Fish.jpg/300px-Lofoten-Drying-Fish.jpg,"Dried and salted cod, sometimes referred to as salt cod or saltfish, is cod which has been preserved by drying after salting. Cod which has been dried without the addition of salt is stockfish.  Salt cod was long a major export of the North Atlantic region, and has become an ingredient of many cuisines around the Atlantic and in the Mediterranean."
Buridda,Fish stew,Italy,Liguria,"fish, broth, tomato, onion, garlic",,//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Buridda_di_seppie_01.jpg/250px-Buridda_di_seppie_01.jpg,"Buridda is a seafood soup or stew in Italian cuisine from Liguria in northern Italy.[1] Some preparations may be slow-cooked,[2] while others are cooked in a relatively short amount of time (9–10 minutes).[3] It has also been described as a stew,[2] or as similar in texture to a stew.[1][3]"
Cacciucco,Fish stew,Italy,Tuscany,"Broth, fish, shellfish",,//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Cacciucco_0422.jpg/250px-Cacciucco_0422.jpg,Cacciucco (Italian pronunciation: [katˈtʃukko]) is an Italian fish stew native to the western coastal towns of Tuscany.[1] It is especially associated with the port city of Livorno in Tuscany[2][3] and the town of Viareggio north of it.[3]
Cappon magro,Capon magro,Italy,Genoa,"Seafood, vegetables, hard tack",,//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Cappon_magro_2010-06_%284723560179%29.jpg/250px-Cappon_magro_2010-06_%284723560179%29.jpg,"Cappon magro (Italian: [kapˌpom ˈmaːɡro]; Ligurian: capon magro [kaˌpuŋ ˈmaːɡru]), is an elaborate Genoese salad of seafood and vegetables over hardtack arranged into a decorative pyramid and dressed with a rich sauce."
Braciole,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,Braciola (pronounced [braˈtʃɔːla]; plural braciole [braˈtʃɔːle]) may refer to several distinct dishes in Italian cuisine.
Bresaola,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Bresaola (/brɪˈzoʊlə/,[1] also UK: /brɛˈsaʊlə/,[2] US: /brɛˈsoʊlə/,[3][4] Italian: [breˈzaːola]) is air-dried, salted beef (but it can also be made of  horse, venison and pork) that has been aged two or three months until it becomes hard and turns a dark red, almost purple color. It is made from top (inside) round, and it is lean and tender, with a sweet, musty smell.[5] It originated in Valtellina, a valley in the Alps of northern Italy's Lombardy region.[6]"
Capicollo,Coppa,Italy,Emilia-RomagnaPugliaCalabriaBasilicataLazioToscanaUmbriaMarcheCampaniaMoliseAbruzzoVenetoSardegna,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Capocollo[1] (Italian pronunciation: [kapoˈkɔllo])[2] or coppa ([ˈkɔppa])[3] or capicola) is a traditional Italian and Corsican pork cold cut (salume) made from the dry-cured muscle running from the neck to the fourth or fifth rib of the pork shoulder or neck. It is a whole-muscle salume, dry cured, and typically sliced very thin. It is similar to the more widely known cured ham or prosciutto, because they are both pork-derived cold-cuts used in similar dishes. It is not brined as ham typically is."
Carne Pizzaiola,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Venezia_Chicken_Pizzaiola.jpg/220px-Venezia_Chicken_Pizzaiola.jpg,"Carne pizzaiola or carne alla pizzaiola (roughly translated as ""meat in pizza style""), sometimes referred to just as pizzaiola, is a dish derived from the Neapolitan tradition that features meat (often less expensive cuts of beef) cooked with tomatoes, olive oil, garlic, and white wine  long enough to tenderize the meat. Most versions also include tomato paste, oregano and basil.[1][2]"
Carne al piatto,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Carne al piatto (""plated meat"") is a northern/central Italian recipe for meat cooking."
Cotechino Modena,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Cotechino Modena or Cotechino di Modena [koteˈkiːno di ˈmɔːdena] (spelled cotecchino or coteghino in some major dialects, but not in Italian) is a fresh sausage made from pork, fatback, and pork rind, and comes from Modena, Italy, where it has PGI status.[1] Zampone Modena is closely related and also has PGI status."
Cotoletta alla milanese,Secondo,Italy,Lombardy,Veal rib chop or sirloin bone-in,,//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Cotoletta_alla_milanese_in_milano.jpg/200px-Cotoletta_alla_milanese_in_milano.jpg,"Veal Milanese, or veal alla Milanese (Italian: cotoletta alla milanese [kotoˈletta alla milaˈneːze, -eːse]; Milanese: co(s)toletta a la milanesa [ku(s)tuˈlɛta a la milaˈneːza]), is an Italian dish in Milanese Lombard cuisine, and a popular variety of cotoletta.[1] It is traditionally prepared with a veal rib chop or sirloin bone-in and made into a breaded cutlet, fried in butter. Due to its shape, it is often called oreggia d'elefant in milanese or orecchia d'elefante in Italian, meaning elephant's ear.[2]"
Culatello,Antipasto,Italy,,,,//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Prosciutto_di_Parma%2C_ham_producing.jpg/220px-Prosciutto_di_Parma%2C_ham_producing.jpg,"Prosciutto (/prəˈʃuːtoʊ, proʊˈ-/ prə-SHOO-toh, proh-,[1][2][3][4] Italian: [proʃˈʃutto])[5] is an Italian dry-cured ham that is usually thinly sliced and served uncooked; this style is called prosciutto crudo in Italian (or simply crudo) and is distinguished from cooked ham, prosciutto cotto."
Mortadella,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Mortadella.jpg/220px-Mortadella.jpg,
Osso buco,Casserole,Italy,Lombardy,"cross-cut veal shanks braised with vegetables, white wine and broth.",100 ,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Ossobuco.jpg/275px-Ossobuco.jpg,"Ossobuco or osso buco (pronounced [ˌɔssoˈbuːko]; Milanese: òss bus [ˌɔzˈbyːs]) is a specialty of Lombard cuisine of cross-cut veal shanks braised with vegetables, white wine and broth. It is often garnished with gremolata and traditionally served with either risotto alla milanese or polenta, depending on the regional variation.[1] The marrow in the hole in the bone, a prized delicacy, is the defining feature of the dish.[2][3]"
Prosciutto cotto,Preserved meat,,,Cured leg cut pork,,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Prosciutto crudo,Antipasto,Italy,,,,//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Prosciutto_di_Parma%2C_ham_producing.jpg/220px-Prosciutto_di_Parma%2C_ham_producing.jpg,"Prosciutto (/prəˈʃuːtoʊ, proʊˈ-/ prə-SHOO-toh, proh-,[1][2][3][4] Italian: [proʃˈʃutto])[5] is an Italian dry-cured ham that is usually thinly sliced and served uncooked; this style is called prosciutto crudo in Italian (or simply crudo) and is distinguished from cooked ham, prosciutto cotto."
Prosciutto di Parma,Antipasto,Italy,,,,//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Prosciutto_di_Parma%2C_ham_producing.jpg/220px-Prosciutto_di_Parma%2C_ham_producing.jpg,"Prosciutto (/prəˈʃuːtoʊ, proʊˈ-/ prə-SHOO-toh, proh-,[1][2][3][4] Italian: [proʃˈʃutto])[5] is an Italian dry-cured ham that is usually thinly sliced and served uncooked; this style is called prosciutto crudo in Italian (or simply crudo) and is distinguished from cooked ham, prosciutto cotto."
